Rank,Name,Position,Team,Weekly Salary,year
64.0,Hugo Lloris,Goalkeeper,THFC,100000,2019
64.0,Jan Vertonghen,Defender,THFC,100000,2019
64.0,Jack Wilshere,Midfielder,WHUFC,100000,2019
64.0,Joao Moutinho,Midfielder,WWFC,100000,2019
64.0,Rui Patricio,Goalkeeper,WWFC,100000,2019
86.0,Ross Barkley,Midfielder,CFC,96154,2019
87.0,Sokratis Papastathopoulos,Defender,AFC,92000,2019
88.0,Gabriel Martinelli,Forward,AFC,90000,2019
88.0,Shkodran Mustafi,Defender,AFC,90000,2019
88.0,Michy Batshuayi,Forward,CFC,90000,2019
88.0,Richarlison,Forward,EFC,90000,2019
88.0,Lucas Digne,Defender,EFC,90000,2019
88.0,Alisson Becker,Goalkeeper,LFC,90000,2019
88.0,Georginio Wijnaldum,Midfielder,LFC,90000,2019
88.0,Gabriel Jesus,Forward,MCFC,90000,2019
88.0,Benjamin Mendy,Defender,MCFC,90000,2019
88.0,Leroy Sane,Forward,MCFC,90000,2019
88.0,Aaron Wan-Bissaka,Defender,MUFC,90000,2019
88.0,Wilfried Bony,Forward,SCAFC,90000,2019
88.0,Leander Dendoncker,Midfielder,WWFC,90000,2019
101.0,Joelinton,Forward,NUFC,86538,2019
102.0,Felipe Anderson,Midfielder,WHUFC,85000,2019
103.0,Kieran Tierney,Defender,AFC,80769,2019
104.0,Andreas Christensen,Defender,CFC,80000,2019
104.0,Mason Mount,Midfielder,CFC,80000,2019
104.0,Fabian Delph,Midfielder,EFC,80000,2019
104.0,Jonny Evans,Defender,LC,80000,2019
104.0,Adrien Silva,Midfielder,LC,80000,2019
104.0,Xherdan Shaqiri,Midfielder,LFC,80000,2019
104.0,Claudio Bravo,Goalkeeper,MCFC,80000,2019
104.0,Joao Cancelo,Defender,MCFC,80000,2019
104.0,Eric Bailly,Defender,MUFC,80000,2019
104.0,Marcos Rojo,Defender,MUFC,80000,2019
104.0,Saido Berahino,Forward,SCFC,80000,2019
104.0,Toby Alderweireld,Defender,THFC,80000,2019
104.0,Erik Lamela,Midfielder,THFC,80000,2019
104.0,Lucas Moura,Midfielder,THFC,80000,2019
104.0,Moussa Sissoko,Midfielder,THFC,80000,2019
119.0,Lucas Torreira,Midfielder,AFC,75000,2019
119.0,Jean-Philippe Gbamin,Midfielder,EFC,75000,2019
119.0,Wilfred Ndidi,Midfielder,LC,75000,2019
119.0,Dennis Praet,Midfielder,LC,75000,2019
119.0,Trent Alexander-Arnold,Defender,LFC,75000,2019
119.0,Joe Gomez,Defender,LFC,75000,2019
119.0,Takumi Minamino,Forward,LFC,75000,2019
119.0,Phil Jones,Defender,MUFC,75000,2019
119.0,Jesse Lingard,Forward,MUFC,75000,2019
119.0,Andy Carroll,Forward,NUFC,75000,2019
119.0,Danny Ings,Forward,SFC,75000,2019
119.0,Pablo Zabaleta,Defender,WHUFC,75000,2019
131.0,Steven Bergwijn,Forward,THFC,73077,2019
132.0,Ricardo Pereira,Defender,LC,70000,2019
132.0,Nathaniel Clyne,Defender,LFC,70000,2019
132.0,Sergio Romero,Goalkeeper,MUFC,70000,2019
132.0,Jonjo Shelvey,Midfielder,NUFC,70000,2019
132.0,Ryan Bertrand,Defender,SFC,70000,2019
132.0,Kevin Wimmer,Defender,SCFC,70000,2019
132.0,Serge Aurier,Defender,THFC,70000,2019
132.0,Giovani Lo Celso,Midfielder,THFC,70000,2019
132.0,Abdoulaye Doucoure,Midfielder,WAT,70000,2019
132.0,Andre Gray,Forward,WAT,70000,2019
132.0,Charlie Austin,Forward,WBAFC,70000,2019
132.0,Michail Antonio,Midfielder,WHUFC,70000,2019
132.0,Manuel Lanzini,Midfielder,WHUFC,70000,2019
132.0,Angelo Ogbonna,Defender,WHUFC,70000,2019
146.0,Pablo Fornals,Midfielder,WHUFC,67308,2019
147.0,Andre-Frank Zambo Anguissa,Midfielder,FFC,67000,2019
147.0,Issa Diop,Defender,WHUFC,67000,2019
149.0,Gary Cahill,Defender,CP,65000,2019
149.0,Cheikhou Kouyate,Midfielder,CP,65000,2019
149.0,Leighton Baines,Defender,EFC,65000,2019
149.0,Jean Michael Seri,Midfielder,FFC,65000,2019
149.0,Ben Chilwell,Defender,LC,65000,2019
149.0,Ederson,Goalkeeper,MCFC,65000,2019
149.0,Sofiane Boufal,Midfielder,SFC,65000,2019
149.0,Oriol Romeu,Midfielder,SFC,65000,2019
149.0,Cedric Soares,Defender,SFC,65000,2019
149.0,Eric Maxim Choupo-Moting,Midfielder,SCFC,65000,2019
149.0,Davinson Sanchez,Defender,THFC,65000,2019
149.0,Troy Deeney,Forward,WAT,65000,2019
149.0,Lukasz Fabianski,Goalkeeper,WHUFC,65000,2019
162.0,Nathaniel Phillips,Defender,LFC,64615,2019
162.0,Nathaniel Phillips,Defender,LFC,64615,2019
164.0,Ismaila Sarr,Forward,WAT,63000,2019
165.0,Patrick Cutrone,Forward,WWFC,62923,2019
166.0,Callum Wilson,Forward,BOU,60000,2019
166.0,Scott Dann,Defender,CP,60000,2019
166.0,Vicente Guaita,Goalkeeper,CP,60000,2019
166.0,Connor Wickham,Forward,CP,60000,2019
166.0,Michael Keane,Defender,EFC,60000,2019
166.0,Cenk Tosun,Forward,EFC,60000,2019
166.0,Aleksandar Mitrovic,Forward,FFC,60000,2019
166.0,Kelechi Iheanacho,Forward,LC,60000,2019
166.0,Wes Morgan,Defender,LC,60000,2019
166.0,Divock Origi,Forward,LFC,60000,2019
166.0,Shane Long,Forward,SFC,60000,2019
166.0,Nathan Redmond,Midfielder,SFC,60000,2019
166.0,Jannik Vestergaard,Defender,SFC,60000,2019
166.0,Bruno Martins Indi,Defender,SCFC,60000,2019
166.0,Ben Davies,Defender,THFC,60000,2019
166.0,Eric Dier,Midfielder,THFC,60000,2019
166.0,Danny Rose,Defender,THFC,60000,2019
166.0,Gerard Deulofeu,Forward,WAT,60000,2019
166.0,Nacer Chadli,Midfielder,WBAFC,60000,2019
166.0,Jarrod Bowen,Forward,WHUFC,60000,2019
166.0,Declan Rice,Defender,WHUFC,60000,2019
166.0,Daniel Podence,Forward,WWFC,60000,2019
188.0,Reece James,Defender,CFC,58000,2019
189.0,Tammy Abraham,Forward,CFC,57692,2019
189.0,Pedro Rodriguez Ledesma,Midfielder,CFC,57692,2019
189.0,Ryan Sessegnon,Midfielder,THFC,57692,2019
192.0,Jeffrey Schlupp,Defender,CP,56000,2019
193.0,Bjorn Engels,Defender,AVFC,55000,2019
193.0,Ben Mee,Defender,BFC,55000,2019
193.0,James McArthur,Midfielder,CP,55000,2019
193.0,Luka Milivojevic,Midfielder,CP,55000,2019
193.0,Jairo Riedewald,Defender,CP,55000,2019
193.0,Andros Townsend,Forward,CP,55000,2019
193.0,Patrick Van Aanholt,Defender,CP,55000,2019
193.0,Seamus Coleman,Defender,EFC,55000,2019
193.0,Oumar Niasse,Forward,EFC,55000,2019
193.0,Demarai Gray,Forward,LC,55000,2019
193.0,Vicente Iborra,Midfielder,LC,55000,2019
193.0,James Maddison,Midfielder,LC,55000,2019
193.0,Emil Krafth,Defender,NUFC,55000,2019
193.0,Moussa Djenepo,Forward,SFC,55000,2019
193.0,Ryan Shawcross,Defender,SCFC,55000,2019
193.0,Kieran Gibbs,Defender,WBAFC,55000,2019
193.0,Conor Coady,Defender,WWFC,55000,2019
210.0,Yoshinori Muto,Forward,NUFC,54000,2019
211.0,Moise Kean,Forward,EFC,53173,2019
212.0,Marco van Ginkel,Midfielder,CFC,52885,2019
213.0,Ainsley Maitland-Niles,Midfielder,AFC,52000,2019
214.0,Dani Ceballos,Midfielder,AFC,51923,2019
215.0,Jefferson Lerma,Midfielder,BOU,50000,2019
215.0,Calum Chambers,Defender,AFC,50000,2019
215.0,Pascal Gross,Midfielder,BHA,50000,2019
215.0,Alireza Jahanbakhsh,Forward,BHA,50000,2019
215.0,Neal Maupay,Forward,BHA,50000,2019
215.0,Martin Montoya,Defender,BHA,50000,2019
215.0,Adam Webster,Defender,BHA,50000,2019
215.0,James Tarkowski,Defender,BFC,50000,2019
215.0,Chris Wood,Forward,BFC,50000,2019
215.0,James McCarthy,Midfielder,CP,50000,2019
215.0,James Tomkins,Defender,CP,50000,2019
215.0,Alex Iwobi,Forward,EFC,50000,2019
215.0,Michael Hector,Defender,FFC,50000,2019
215.0,Christian Fuchs,Defender,LC,50000,2019
215.0,Nampalys Mendy,Midfielder,LC,50000,2019
215.0,Andy Robertson,Defender,LFC,50000,2019
215.0,Adrian San Miguel del Castillo,Goalkeeper,LFC,50000,2019
215.0,Axel Tuanzebe,Defender,MUFC,50000,2019
215.0,Phil Jagielka,Defender,SUFC,50000,2019
215.0,Stuart Armstrong,Midfielder,SFC,50000,2019
215.0,Pierre-Emile Hoejbjerg,Midfielder,SFC,50000,2019
215.0,Alex McCarthy,Goalkeeper,SFC,50000,2019
215.0,Maya Yoshida,Defender,SFC,50000,2019
215.0,Joe Allen,Midfielder,SCFC,50000,2019
215.0,Giannelli Imbula,Midfielder,SCFC,50000,2019
215.0,Sam Clucas,Midfielder,SCAFC,50000,2019
215.0,Harry Winks,Midfielder,THFC,50000,2019
215.0,Tom Cleverley,Midfielder,WAT,50000,2019
215.0,Aaron Cresswell,Defender,WHUFC,50000,2019
215.0,Mark Noble,Midfielder,WHUFC,50000,2019
215.0,Carlos Sanchez,Midfielder,WHUFC,50000,2019
215.0,Willy Boly,Defender,WWFC,50000,2019
215.0,Pedro Neto,Forward,WWFC,50000,2019
215.0,Ruben Neves,Midfielder,WWFC,50000,2019
249.0,Roque Mesa,Midfielder,SCAFC,49000,2019
250.0,Erik Pieters,Defender,BFC,48077,2019
251.0,Jack Stephens,Defender,SFC,48000,2019
251.0,Bojan Krkic,Midfielder,SCFC,48000,2019
253.0,Jake Livermore,Midfielder,WBAFC,46000,2019
254.0,Steve Cook,Defender,BOU,45000,2019
254.0,Joshua King,Forward,BOU,45000,2019
254.0,Eddie Nketiah,Forward,AFC,45000,2019
254.0,Lewis Dunk,Defender,BHA,45000,2019
254.0,Jose Izquierdo,Forward,BHA,45000,2019
254.0,Davy Propper,Midfielder,BHA,45000,2019
254.0,Steven Defour,Midfielder,BFC,45000,2019
254.0,Joe Hart,Goalkeeper,BFC,45000,2019
254.0,Fabricio Agosto Ramirez,Goalkeeper,FFC,45000,2019
254.0,Marc Albrighton,Midfielder,LC,45000,2019
254.0,Ayoze Perez,Forward,LC,45000,2019
254.0,Caglar Soyuncu,Defender,LC,45000,2019
254.0,Marlos Moreno,Forward,MCFC,45000,2019
254.0,Matteo Darmian,Defender,MUFC,45000,2019
254.0,Daniel James,Forward,MUFC,45000,2019
254.0,Matt Ritchie,Midfielder,NUFC,45000,2019
254.0,James Ward-Prowse,Midfielder,SFC,45000,2019
254.0,Gonzalez Baston,Forward,SCAFC,45000,2019
254.0,Daryl Janmaat,Defender,WAT,45000,2019
254.0,Roberto Pereyra,Midfielder,WAT,45000,2019
254.0,Sebastian Prodl,Defender,WAT,45000,2019
254.0,Diogo Jota,Forward,WWFC,45000,2019
276.0,Emerson,Defender,CFC,44000,2019
277.0,Billy Gilmour,Midfielder,CFC,43269,2019
278.0,Federico Fernandez,Defender,NUFC,43000,2019
278.0,Adama Traore,Midfielder,WWFC,43000,2019
280.0,Miguel Almiron,Midfielder,NUFC,42327,2019
281.0,Tom Heaton,Goalkeeper,AVFC,42000,2019
281.0,Charly Musonda,Midfielder,CFC,42000,2019
283.0,Raul Jimenez,Forward,WWFC,41231,2019
284.0,Nathan Ake,Defender,BOU,40000,2019
284.0,Harry Arter,Midfielder,BOU,40000,2019
284.0,Artur Boruc,Goalkeeper,BOU,40000,2019
284.0,Matteo Guendouzi,Midfielder,AFC,40000,2019
284.0,Rob Holding,Defender,AFC,40000,2019
284.0,William Saliba,Defender,AFC,40000,2019
284.0,Frederic Guilbert,Defender,AVFC,40000,2019
284.0,Henri Lansbury,Midfielder,AVFC,40000,2019
284.0,Mbwana Samatta,Forward,AVFC,40000,2019
284.0,Shane Duffy,Defender,BHA,40000,2019
284.0,Ashley Barnes,Forward,BFC,40000,2019
284.0,Josh Brownhill,Midfielder,BFC,40000,2019
284.0,Ben Gibson,Defender,BFC,40000,2019
284.0,Kurt Zouma,Defender,CFC,40000,2019
284.0,Wayne Hennessey,Goalkeeper,CP,40000,2019
284.0,Dwight Gayle,Forward,NUFC,40000,2019
284.0,Jamaal Lascelles,Defender,NUFC,40000,2019
284.0,Fabian Schar,Defender,NUFC,40000,2019
284.0,Ki Sung-yueng,Midfielder,NUFC,40000,2019
284.0,Angus Gunn,Goalkeeper,SFC,40000,2019
284.0,Etienne Capoue,Midfielder,WAT,40000,2019
284.0,Fabian Balbuena,Defender,WHUFC,40000,2019
284.0,Ryan Fredericks,Midfielder,WHUFC,40000,2019
284.0,Arthur Masuaku,Defender,WHUFC,40000,2019
284.0,Robert Snodgrass,Midfielder,WHUFC,40000,2019
309.0,Oskar Buur,Defender,WWFC,38462,2019
310.0,Jordon Ibe,Forward,BOU,38000,2019
310.0,Jack Cork,Midfielder,BFC,38000,2019
310.0,Martin Dubravka,Goalkeeper,NUFC,38000,2019
310.0,Florian Lejeune,Defender,NUFC,38000,2019
314.0,Ivan Cavaleiro,Forward,FFC,37500,2019
314.0,Bobby Reid,Midfielder,FFC,37500,2019
316.0,Jonny Castro,Defender,WWFC,36673,2019
317.0,Lewis Cook,Midfielder,BOU,35000,2019
317.0,Charlie Daniels,Defender,BOU,35000,2019
317.0,Dan Gosling,Midfielder,BOU,35000,2019
317.0,Adam Smith,Defender,BOU,35000,2019
317.0,Junior Stanislas,Forward,BOU,35000,2019
317.0,Andrew Surman,Midfielder,BOU,35000,2019
317.0,Jack Grealish,Midfielder,AVFC,35000,2019
317.0,Wesley Moraes,Forward,AVFC,35000,2019
317.0,Matt Targett,Defender,AVFC,35000,2019
317.0,Anthony Knockaert,Forward,BHA,35000,2019
317.0,Tariq Lamptey,Defender,BHA,35000,2019
317.0,Mathew Ryan,Goalkeeper,BHA,35000,2019
317.0,Leandro Trossard,Forward,BHA,35000,2019
317.0,Robbie Brady,Midfielder,BFC,35000,2019
317.0,Jeff Hendrick,Midfielder,BFC,35000,2019
317.0,Aaron Lennon,Forward,BFC,35000,2019
317.0,Nick Pope,Goalkeeper,BFC,35000,2019
317.0,Jay Rodriguez,Forward,BFC,35000,2019
317.0,Matej Vydra,Forward,BFC,35000,2019
317.0,Willy Caballero,Goalkeeper,CFC,35000,2019
317.0,Joel Ward,Defender,CP,35000,2019
317.0,Cuco Martina,Defender,EFC,35000,2019
317.0,Marcus Bettinelli,Goalkeeper,FFC,35000,2019
317.0,Laurent Depoitre,Forward,HUD,35000,2019
317.0,Erik Durm,Defender,HUD,35000,2019
317.0,Terence Kongolo,Defender,HUD,35000,2019
317.0,Steve Mounie,Forward,HUD,35000,2019
317.0,Patrick Bamford,Forward,LUFC,35000,2019
317.0,Mason Greenwood,Forward,MUFC,35000,2019
317.0,Ciaran Clark,Defender,NUFC,35000,2019
317.0,Paul Dummett,Defender,NUFC,35000,2019
317.0,Javier Manquillo,Defender,NUFC,35000,2019
317.0,Henri Saivet,Midfielder,NUFC,35000,2019
317.0,Jack Butland,Goalkeeper,SCFC,35000,2019
317.0,Tom Carroll,Midfielder,SCAFC,35000,2019
317.0,Nathaniel Chalobah,Midfielder,WAT,35000,2019
317.0,Heurelho Gomes,Goalkeeper,WAT,35000,2019
317.0,Allan-Romeo Nyom,Defender,WBAFC,35000,2019
317.0,Darren Randolph,Goalkeeper,WHUFC,35000,2019
356.0,Youri Tielemans,Midfielder,LC,33038,2019
357.0,Mathias Jorgensen,Defender,HUD,33000,2019
357.0,Martin Olsson,Defender,SCAFC,33000,2019
359.0,Douglas Luiz,Midfielder,AVFC,32873,2019
360.0,Sander Berge,Midfielder,SUFC,32692,2019
361.0,Mahmoud Hassan,Forward,AVFC,32500,2019
361.0,Jordan Ayew,Forward,CP,32500,2019
361.0,Sam Johnstone,Goalkeeper,WBAFC,32500,2019
364.0,Kiko Casilla,Goalkeeper,LUFC,32115,2019
365.0,Neil Taylor,Defender,AVFC,32000,2019
365.0,Ezequiel Schelotto,Defender,BHA,32000,2019
365.0,Alfie Mawson,Defender,FFC,32000,2019
365.0,Matty James,Midfielder,LC,32000,2019
365.0,Nathan Dyer,Midfielder,SCAFC,32000,2019
370.0,Ashley Westwood,Midfielder,BFC,31000,2019
370.0,Yuning Zhang,Forward,WBAFC,31000,2019
372.0,Anwar El Ghazi,Forward,AVFC,30962,2019
373.0,Alexis Mac Allister,Midfielder,BHA,30769,2019
374.0,Simon Francis,Defender,BOU,30000,2019
374.0,Lloyd Kelly,Defender,BOU,30000,2019
374.0,Jack Stacey,Defender,BOU,30000,2019
374.0,James Chester,Defender,AVFC,30000,2019
374.0,Conor Hourihane,Midfielder,AVFC,30000,2019
374.0,Marvelous Nakamba,Midfielder,AVFC,30000,2019
374.0,Solly March,Midfielder,BHA,30000,2019
374.0,Glenn Murray,Forward,BHA,30000,2019
374.0,Dale Stephens,Midfielder,BHA,30000,2019
374.0,Johann Berg Gudmundsson,Midfielder,BFC,30000,2019
374.0,Alex Smithies,Goalkeeper,CCFC,30000,2019
374.0,Ruben Loftus-Cheek,Forward,CFC,30000,2019
374.0,Muhamed Besic,Midfielder,EFC,30000,2019
374.0,Joe Bryan,Defender,FFC,30000,2019
374.0,Tom Cairney,Midfielder,FFC,30000,2019
374.0,Joshua Onomah,Midfielder,FFC,30000,2019
374.0,Adama Diakhaby,Forward,HUD,30000,2019
374.0,Alex Pritchard,Midfielder,HUD,30000,2019
374.0,Bartosz Kapustka,Midfielder,LC,30000,2019
374.0,Lee Grant,Goalkeeper,MUFC,30000,2019
374.0,Andreas Pereira,Midfielder,MUFC,30000,2019
374.0,Christian Atsu,Forward,NUFC,30000,2019
374.0,Deandre Yedlin,Defender,NUFC,30000,2019
374.0,Sam Byram,Defender,NCFC,30000,2019
374.0,Che Adams,Forward,SFC,30000,2019
374.0,Geoff Cameron,Defender,SCFC,30000,2019
374.0,Jefferson Montero,Midfielder,SCAFC,30000,2019
374.0,Ben Foster,Goalkeeper,WAT,30000,2019
374.0,Jose Holebas,Defender,WAT,30000,2019
374.0,Will Hughes,Midfielder,WAT,30000,2019
374.0,Christian Kabasele,Defender,WAT,30000,2019
374.0,Isaac Success,Forward,WAT,30000,2019
374.0,Oliver Burke,Forward,WBAFC,30000,2019
374.0,Hal Robson-Kanu,Forward,WBAFC,30000,2019
374.0,Ruben Vinagre,Defender,WWFC,30000,2019
409.0,Junior Hoilett,Forward,CCFC,28000,2019
409.0,Jonas Lossl,Goalkeeper,EFC,28000,2019
409.0,Adam Masina,Defender,WAT,28000,2019
412.0,Ryan Fraser,Forward,BOU,27000,2019
412.0,Tim Ream,Defender,FFC,27000,2019
412.0,Ramadan Sobhi,Forward,HUD,27000,2019
415.0,Ahmed Hegazy,Defender,WBAFC,26500,2019
416.0,Brad Smith,Defender,BOU,25000,2019
416.0,Dominic Solanke,Forward,BOU,25000,2019
416.0,Konstantinos Mavropanos,Defender,AFC,25000,2019
416.0,Ahmed Elmohamady,Midfielder,AVFC,25000,2019
416.0,Jose Ignacio Peleteiro Ramallo,Forward,AVFC,25000,2019
416.0,John McGinn,Midfielder,AVFC,25000,2019
416.0,Tyrone Mings,Defender,AVFC,25000,2019
416.0,Jota Peleteiro,Midfielder,AVFC,25000,2019
416.0,Pontus Jansson,Defender,BFC,25000,2019
416.0,Yves Bissouma,Midfielder,BHA,25000,2019
416.0,Bernardo Fernandes da Silva Junior,Midfielder,BHA,25000,2019
416.0,Phil Bardsley,Defender,BFC,25000,2019
416.0,Matthew Lowton,Defender,BFC,25000,2019
416.0,Charlie Taylor,Defender,BFC,25000,2019
416.0,Sean Morrison,Defender,CCFC,25000,2019
416.0,Josh Murphy,Forward,CCFC,25000,2019
416.0,Isaiah Brown,Forward,CFC,25000,2019
416.0,Martin Kelly,Defender,CP,25000,2019
416.0,Tom Davies,Midfielder,EFC,25000,2019
416.0,Mason Holgate,Defender,EFC,25000,2019
416.0,Maxime le Marchand,Defender,FFC,25000,2019
416.0,Elias Kachunga,Forward,HUD,25000,2019
416.0,Christopher Schindler,Defender,HUD,25000,2019
416.0,Loris Karius,Goalkeeper,LFC,25000,2019
416.0,Diogo Dalot,Midfielder,MUFC,25000,2019
416.0,Karl Darlow,Goalkeeper,NUFC,25000,2019
416.0,Rob Elliot,Goalkeeper,NUFC,25000,2019
416.0,Jacob Murphy,Forward,NUFC,25000,2019
416.0,Todd Cantwell,Midfielder,NCFC,25000,2019
416.0,Grant Hanley,Defender,NCFC,25000,2019
416.0,Tim Krul,Goalkeeper,NCFC,25000,2019
416.0,Teemu Pukki,Forward,NCFC,25000,2019
416.0,Lys Mousset,Forward,SUFC,25000,2019
416.0,Kristoffer Nordfeldt,Goalkeeper,SCAFC,25000,2019
416.0,Kamil Grosicki,Forward,WBAFC,25000,2019
451.0,Joe Ralls,Midfielder,CCFC,24519,2019
452.0,Kevin Long,Defender,BFC,23077,2019
452.0,Goncalo Cardoso,Defender,WHUFC,23077,2019
454.0,Florent Hadergjonaj,Defender,HUD,23000,2019
454.0,Jonathan Hogg,Midfielder,HUD,23000,2019
454.0,Eldin Jakupovic,Goalkeeper,LC,23000,2019
454.0,Craig Cathcart,Defender,WAT,23000,2019
458.0,Callum Paterson,Defender,CCFC,22500,2019
458.0,Max Aarons,Defender,NCFC,22500,2019
458.0,Lukas Rupp,Midfielder,NCFC,22500,2019
461.0,Kevin McDonald,Midfielder,FFC,22000,2019
461.0,Isaac Hayden,Midfielder,NUFC,22000,2019
461.0,Romain Saiss,Midfielder,WWFC,22000,2019
461.0,Romain Saiss,Midfielder,WWFC,22000,2019
465.0,Matt Clarke,Defender,BHA,21923,2019
465.0,Onel Hernandez,Forward,NCFC,21923,2019
467.0,Juan Foyth,Defender,THFC,21500,2019
468.0,Daniel Amartey,Midfielder,LC,21000,2019
469.0,Gaetan Bong,Defender,BHA,20192,2019
470.0,David Brooks,Midfielder,BOU,20000,2019
470.0,Emiliano Martinez,Goalkeeper,AFC,20000,2019
470.0,Joe Willock,Midfielder,AFC,20000,2019
470.0,Orjan Nyland,Goalkeeper,AVFC,20000,2019
470.0,Bryan Mbeumo,Midfielder,BFC,20000,2019
470.0,Christian Noergaard,Midfielder,BFC,20000,2019
470.0,Dominic Calvert-Lewin,Forward,EFC,20000,2019
470.0,Cyrus Christie,Defender,FFC,20000,2019
470.0,Chris Lowe,Defender,HUD,20000,2019
470.0,Tommy Smith,Defender,HUD,20000,2019
470.0,Adam Forshaw,Midfielder,LUFC,20000,2019
470.0,Danny Ward,Goalkeeper,LC,20000,2019
470.0,Arijanet Muric,Goalkeeper,MCFC,20000,2019
470.0,Oleksandr Zinchenko,Midfielder,MCFC,20000,2019
470.0,Tahith Chong,Forward,MUFC,20000,2019
470.0,Timm Klose,Defender,NCFC,20000,2019
470.0,Mario Vrancic,Midfielder,NCFC,20000,2019
470.0,Oliver McBurnie,Forward,SUFC,20000,2019
470.0,Michael Verrips,Goalkeeper,SUFC,20000,2019
470.0,Jan Bednarek,Defender,SFC,20000,2019
470.0,Erwin Mulder,Goalkeeper,SCAFC,20000,2019
470.0,Cameron Carter-Vickers,Defender,THFC,20000,2019
470.0,Paulo Gazzaniga,Goalkeeper,THFC,20000,2019
470.0,Kyle Walker-Peters,Defender,THFC,20000,2019
470.0,Kiko Femenia,Defender,WAT,20000,2019
470.0,Matt Phillips,Midfielder,WBAFC,20000,2019
470.0,Ryan Bennett,Defender,WWFC,20000,2019
470.0,Leonardo Campana,Forward,WWFC,20000,2019
498.0,Joe Bennett,Defender,CCFC,19519,2019
498.0,Neil Etheridge,Goalkeeper,CCFC,19519,2019
500.0,Christoph Zimmermann,Defender,NCFC,19423,2019
501.0,Diego Rico,Defender,BOU,19250,2019
502.0,Matthew Pennington,Defender,EFC,19231,2019
503.0,Lee Tomlin,Forward,CCFC,19000,2019
503.0,Pablo Hernandez,Midfielder,LUFC,19000,2019
505.0,Lee Peltier,Defender,CCFC,18990,2019
506.0,Matthew Connolly,Defender,CCFC,18981,2019
506.0,Greg Cunningham,Defender,CCFC,18981,2019
508.0,Darnell Furlong,Defender,WBAFC,18500,2019
509.0,Nathaniel Mendez-Laing,Forward,CCFC,18494,2019
510.0,Danny Ward,Forward,CCFC,18462,2019
511.0,Leon Balogun,Defender,BHA,18269,2019
512.0,Abdelhamid Sabiri,Midfielder,HUD,18000,2019
512.0,Rajiv van La Parra,Midfielder,HUD,18000,2019
512.0,Sam McQueen,Midfielder,SFC,18000,2019
512.0,Adalberto Penaranda,Forward,WAT,18000,2019
516.0,Scott Hogan,Forward,AVFC,17500,2019
516.0,Marco Stiepermann,Midfielder,NCFC,17500,2019
516.0,Joe Lolley,Forward,NFFC,17500,2019
519.0,Max Kilman,Defender,WWFC,17308,2019
520.0,Juninho Bacuna,Midfielder,HUD,17000,2019
520.0,Michael McGovern,Goalkeeper,NCFC,17000,2019
522.0,Semi Ajayi,Defender,WBAFC,16500,2019
523.0,Philip Heise,Defender,NCFC,16192,2019
524.0,David Button,Goalkeeper,BHA,16026,2019
524.0,Jason Steele,Goalkeeper,BHA,16026,2019
526.0,Dan Burn,Defender,BHA,16000,2019
526.0,Collin Quaner,Forward,HUD,16000,2019
528.0,Lovre Kalinic,Goalkeeper,AVFC,15712,2019
529.0,Philip Billing,Midfielder,BOU,15000,2019
529.0,Sergi Canos,Midfielder,BFC,15000,2019
529.0,Ethan Pinnock,Defender,BFC,15000,2019
529.0,Jo Gorenc-Stankovic,Defender,HUD,15000,2019
529.0,Ezgjan Alioski,Midfielder,LUFC,15000,2019
529.0,Timothy Fosu-Mensah,Defender,MUFC,15000,2019
529.0,Tom Trybull,Midfielder,NCFC,15000,2019
529.0,Oliver Norwood,Midfielder,SUFC,15000,2019
529.0,Richard Stearman,Defender,SUFC,15000,2019
529.0,Adrian Mariappa,Defender,WAT,15000,2019
529.0,Bruno Jordao,Midfielder,WWFC,15000,2019
540.0,Fikayo Tomori,Defender,CFC,14423,2019
540.0,Eric Garcia,Defender,MCFC,14423,2019
542.0,Sol Bamba,Defender,CCFC,14000,2019
543.0,Kyle Bartley,Defender,WBAFC,13500,2019
544.0,Neeskens Kebano,Midfielder,FFC,13462,2019
545.0,Eunan O'Kane,Midfielder,LUFC,13000,2019
545.0,Alexander Tettey,Midfielder,NCFC,13000,2019
547.0,Ibrahima Cisse,Midfielder,FFC,12500,2019
547.0,Aboubakar Kamara,Forward,FFC,12500,2019
547.0,Joao Pedro,Forward,WAT,12500,2019
547.0,Romaine Sawyers,Midfielder,WBAFC,12500,2019
551.0,Rico Henry,Defender,BFC,12000,2019
551.0,Gary Madine,Forward,CCFC,12000,2019
551.0,Ben Hamer,Goalkeeper,HUD,12000,2019
551.0,Jack Payne,Midfielder,HUD,12000,2019
551.0,Phil Foden,Midfielder,MCFC,12000,2019
551.0,Mortiz Leitner,Midfielder,NCFC,12000,2019
551.0,Billy Sharp,Forward,SUFC,12000,2019
558.0,Nuno da Costa,Forward,NFFC,11923,2019
559.0,Chris Mepham,Defender,BOU,11673,2019
560.0,Conor Townsend,Defender,WBAFC,11500,2019
561.0,Jack Robinson,Defender,SUFC,11000,2019
562.0,Soufyan Ahannach,Forward,BHA,10000,2019
562.0,Robert Sanchez,Goalkeeper,BHA,10000,2019
562.0,Stefan Johansen,Midfielder,FFC,10000,2019
562.0,Joel Coleman,Goalkeeper,HUD,10000,2019
562.0,Barry Douglas,Defender,LUFC,10000,2019
562.0,Harvey Barnes,Midfielder,LC,10000,2019
562.0,Rhian Brewster,Forward,LFC,10000,2019
562.0,Patrick Roberts,Midfielder,MCFC,10000,2019
